_,metricID,instanceId,time,__,___,value,value_decimal
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100429-0300,UNDEFINED,1,89,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100430-0300,UNDEFINED,1,89,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100431-0300,UNDEFINED,1,89,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100432-0300,UNDEFINED,1,89,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100433-0300,UNDEFINED,1,89,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100434-0300,UNDEFINED,1,89,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100435-0300,UNDEFINED,1,89,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100436-0300,UNDEFINED,1,89,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100437-0300,UNDEFINED,1,89,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100438-0300,UNDEFINED,1,89,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100439-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100439-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100440-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100440-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100441-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100441-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100442-0300,UNDEFINED,1,91,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100442-0300,UNDEFINED,1,30,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100443-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100443-0300,UNDEFINED,1,93,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100444-0300,UNDEFINED,1,93,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100444-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100445-0300,UNDEFINED,1,93,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100445-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100446-0300,UNDEFINED,1,93,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100446-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100447-0300,UNDEFINED,1,91,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100447-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100448-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100448-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100449-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100449-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100450-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100450-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100451-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100451-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100452-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100452-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100453-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100453-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100454-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100454-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100455-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100455-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100456-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100456-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100457-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100457-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100458-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100458-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100459-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100459-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100500-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100500-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100501-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100501-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100502-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100502-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100503-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100503-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100504-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100504-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100505-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100505-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100506-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100506-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100507-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100507-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100508-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100508-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100509-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100509-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100510-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100510-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100511-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100511-0300,UNDEFINED,1,30,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100512-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100512-0300,UNDEFINED,1,89,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100513-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100513-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100514-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100514-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100515-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100515-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100516-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100516-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100517-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100517-0300,UNDEFINED,1,30,00
1,mvgoBcOiuVlCKbS6QPyDdQ1f2lyEQud4s6NI,MDC_PULS_OXIM_SAT_O2,0,20210518100518-0300,UNDEFINED,1,89,00
1,FA6uCsvMfCbn4WGgoPj8wVcAVN8gmzCh2zw1,MDC_AWAY_CO2_ET,0,20210518100518-0300,UNDEFINED,1,30,00
